Job Title,Company Name,Job Location,Job Posted,Jop Type,Job Skill,Job Link 
Receivables Accountant,Elzenouki Group,"Obour City, Cairo, Egypt",2 months ago,Full Time,Entry Level · 1 - 3 Yrs of Exp · males_only · Accounting/Finance · Analyst/Research· Accounting· Financial Accounting· Accounting Reports· External Auditing· Financial Auditing· Auditing· Accounts Receivable· Financial Data Analysis,
Senior .NET Developer(Saudi Arabia),Neom Tech,"Riyadh, Saudi Arabia",2 months ago,Full Time,Experienced · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology· Computer Science· Information Technology (IT)· Software Development· .NET· Git· Web API· Development· Web Applications,
Graphic Motion Designer,Tyro,"Cairo, Egypt",2 months ago,Full Time,Entry Level · 1 - 3 Yrs of Exp · Creative/Design/Art · Marketing/PR/Advertising· Graphics· Graphic designer· Adobe Photoshop· Photo Editing· Video Montage· Video Design· Primiere· After effects,
IQC Engineer,Etisal EG,"6th of October, Giza, Egypt",2 months ago,Full Time,Experienced · 2 - 4 Yrs of Exp · Engineering - Mechanical/Electrical· Quality Control· Internal Quality Control· Product Management· Manufacturing· Mobile Industry· Television Manufacturing· Engineering· Electronics· Arabic,
General Accountant,Arabiat,"Mohandessin, Giza, Egypt",2 months ago,Full Time,Experienced · 3 - 5 Yrs of Exp · Accounting/Finance· Accounting· Communication skills· Finance· Communication· Financial Management· Financial Analysis,
Data Entry Clerk,Maran Atha,"Heliopolis, Cairo, Egypt",2 months ago,Full Time,Entry Level · 1 - 3 Yrs of Exp · Administration· Administration· Customer Service· Data· Data Entry· English· Microsoft Office· MS Office· Skills· Typing,
Sales Executive,iHomeAutomation,"Cairo, Egypt",2 months ago,Full Time,Entry Level · 1 - 2 Yrs of Exp · Customer Service/Support · Sales/Retail· sales skills· Selling· Sales· Customer Service· Sales Target· Smart Home Solutions,
Senior NET Developer,Confidential,"Maadi, Cairo, Egypt",2 months ago,Full Time,Experienced · 3 - 6 Yrs of Exp · Business Development · IT/Software Development · Engineering - Telecom/Technology· .Net· Agile· C#· Software Development· Information Technology (IT)· Software Engineering· SQL,
Dispensing Specialist (Chemist),Delta Pharma Egypt,"10th of Ramadan City, Cairo, Egypt",2 months ago,Full Time,Entry Level · 0 - 2 Yrs of Exp · R&D/Science · Logistics/Supply Chain· Dispensing· Pharmaceutical· Pharmaceutical Manufacturing· Logistics· English,
Area Sales Manager,Confidential,"Giza, Egypt",2 months ago,Full Time,Manager · 9 - 12 Yrs of Exp · Operations/Management · Sales/Retail· Sales· Sales Target· Sales Skills· Sales Management· Area Sales,
Fleet Manager,Confidential,"Bab Sharq, Alexandria, Egypt",2 months ago,Full Time,Manager · 3 - 6 Yrs of Exp · Logistics/Supply Chain · Operations/Management· Fleet· Fleet Management· Logistics· Supply Chain,
Banking & Treasury Accountant,Confidential,"Bourj Alarab, Alexandria, Egypt",2 months ago,Full Time,Experienced · 2 - 4 Yrs of Exp · Accounting/Finance · Banking· Accounting· Banking· Commerce· English· ERP· Finance· Financial· Financial Analysis,
Microsoft Dynamics CRM Solutions Developer,Fawry Banking & Payment Technology Services,"Smart Village, Giza, Egypt",2 months ago,Full Time,Entry Level · 1 - 2 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology· CRM· Computer Science· Computer Engineering· Software Development· Information Technology (IT)· ASP.Net· .Net· HTML,
Testing Engineer,Fawry Banking & Payment Technology Services,"Smart Village, Giza, Egypt",2 months ago,Full Time,Experienced · 2 - 4 Yrs of Exp · IT/Software Development · Quality · Engineering - Telecom/Technology· Computer Engineering· API· Information Technology (IT)· quality· Software Testing· SQL· Testing,
IT Help Desk Agent,New Plan,"Sheraton, Cairo, Egypt",2 months ago,Full Time,Entry Level · 1 - 3 Yrs of Exp · males_only · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology· Information Technology (IT)· Installation· Information System· Help Desk· English· Computer Science· IT,
Madiniaty Sport Leader,Decathlon Egypt,"Madinaty, Cairo, Egypt",2 months ago,Full Time,Entry Level · 1 - 4 Yrs of Exp · Sales/Retail · Sports and Leisure· Sales· Sports· Fitness· Communication skills· Retail,
Legal Admin,Confidential,"Heliopolis, Cairo, Egypt",2 months ago,Full Time,Entry Level · 1 - 2 Yrs of Exp · females_only · Administration · Legal· Administration· Law· Legal· English· Admin,
Senior Cloud Engineer,Dimensions Cloud,"Nasr City, Cairo, Egypt",2 months ago,Full Time,Experienced · 3 - 5 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology· Information Technology (IT)· Computer Engineering· Engineering· Computer Science· IT· Service· Management,
Export Specialist,Rockal,"Nasr City, Cairo, Egypt",2 months ago,Full Time,Experienced · 4 - 5 Yrs of Exp · Logistics/Supply Chain · Sales/Retail· Export· Sales· Logistics· Export Sales· French· English· Sales Field· Supply Chain,
CEO Personal Assistant,Maxevia Corporate,"Nasr City, Cairo, Egypt",2 months ago,Full Time,Entry Level · 1 - 3 Yrs of Exp · females_only · Administration· Administration· Assistant· Executive· Executive Assistant· Microsoft Office· MS Office· Personal· Secretary· Office management,
Warehouse Manager,UniBuild Industries & Construction,"Nasr City, Cairo, Egypt",2 months ago,Full Time,Manager · 5 - 10 Yrs of Exp · Logistics/Supply Chain · Operations/Management · Purchasing/Procurement· Construction· Warehouse· Warehousing· Supply Chain· English· Logistics· MS Office,
Project / Site Manager,GPI Projects,"Nasr City, Cairo, Egypt",2 months ago,Full Time,Manager · 5 - 15 Yrs of Exp · Project/Program Management · Engineering - Mechanical/Electrical· Engineering· Project Management· Site Management· Electrical Engineering· Substations,
Mechanical Engineer,Maran Atha,"Cairo, Egypt",2 months ago,Full Time,Experienced · 3 - 10 Yrs of Exp · Installation/Maintenance/Repair · Engineering - Mechanical/Electrical· Mechanical Engineering· Mechanical· Manufacturing· Production· AutoCAD· Design· Electrical Engineering· Communication skills,
Procurement Supervisor,GPI Projects,"Nasr City, Cairo, Egypt",2 months ago,Full Time,Experienced · 5 - 10 Yrs of Exp · Logistics/Supply Chain · Purchasing/Procurement · Engineering - Mechanical/Electrical· Logistics· Procurement· Purchasing· Supply Chain· Low Current Systems (LC)· Electrical Engineering,
Recruitment Specialist,Carina Wear,"New Cairo, Cairo, Egypt",2 months ago,Full Time,Experienced · 2 - 5 Yrs of Exp · Human Resources· Mass Hiring· Human Resources (HR)· Interviewing· Talent acquisition· Retail· Recruitment· Administration· Business Administration· Microsoft Office,
Retail Agent,Orange Egypt,"Smart Village, Giza, Egypt",2 months ago,Full Time,Entry Level · 0 - 1 Yrs of Exp · Customer Service/Support · Sales/Retail· Customer Service· Retail· Sales· Customer Care· Selling· selling skills,
Safety Section Head,Confidential,"6th of October, Giza, Egypt",2 months ago,Full Time,"Experienced · 5 - 7 Yrs of Exp · Operations/Management · Quality · Engineering - Other· Health· Health and Safety· Safety· Health, Safety and Environment· Environment, Health, and Safety (EHS)· Health, Safety, Security and Environment· Environment, Health, and Safety",
Reservation Manager (Hotels Experience Only),Paradise Inn Hotels & Resorts,"Alexandria, Egypt",2 months ago,Full Time,Manager · 7+ Yrs of Exp · Customer Service/Support · Hospitality/Hotels/Food Services · Tourism/Travel· Reservation· Tourism· Customer Care,
Executive Secretary,Paradise Inn Hotels & Resorts,"Alexandria, Egypt",2 months ago,Full Time,Experienced · 5+ Yrs of Exp · Administration · Customer Service/Support· Administration· Microsoft Office· Computer Skills· Microsoft Word· Secretary· word· Office management,
Chairman Office Manager - Alexandria,Paradise Inn Hotels & Resorts,"Alexandria, Egypt",2 months ago,Full Time,Experienced · 5+ Yrs of Exp · females_only · Administration· Microsoft Office· Administration· Computer Skills· Management· Office management· office· Skills· Secretary,
HR Administrator,YassoTex,"Ameria, Alexandria, Egypt",2 months ago,Full Time - Freelance / Project,Experienced · 2 - 3 Yrs of Exp · Administration · Human Resources· Human Resources (HR)· HR· Labor Law· HR Diploma· Recruitment· Personnel· Administration· Business Administration,
Hatchery Maintenance Section Head,Cairo Three A Poultry,"Bahariya Oasis, Giza, Egypt",2 months ago,Full Time,Manager · 7 - 10 Yrs of Exp · males_only · Installation/Maintenance/Repair · Operations/Management · Engineering - Mechanical/Electrical· Engineering· Electrical· Maintenance· Mechanical Engineering· Management· Hatchery,
Operations Executive,Egypt Sea Agency,"Cairo, Egypt",2 months ago,Full Time,Experienced · 5+ Yrs of Exp · Operations/Management· Operations· Microsoft Office· English· interpersonal skills,
Customer Service Specialist - Alexandria,MENA For Contracting & Trading,"Alexandria, Egypt",2 months ago,Full Time,Experienced · 3 - 5 Yrs of Exp · females_only · Customer Service/Support· Customer Service· Real Estate· CRM· English· Communication· Microsoft Office· Customer Support· Customer· Customer Care,
Store Keeper,Solera,"Heliopolis, Cairo, Egypt",2 months ago,Full Time,Experienced · 5 - 10 Yrs of Exp · Logistics/Supply Chain· Store Keeping· Construction· Warehousing· Logistics,
Senior Accountant - Accounts Payable,Madinet Nasr for Housing and Development,"Nasr City, Cairo, Egypt",2 months ago,Full Time,Experienced · 5 - 7 Yrs of Exp · Accounting/Finance· Finance· AP· Accounting· Financial Analysis· Accounts Payable· English· Commerce· SAP· Real Estate,
Indoor Sales Representative,Confidential,"Heliopolis, Cairo, Egypt",2 months ago,Full Time,Experienced · 3 - 5 Yrs of Exp · males_only · Sales/Retail· sales skills· Sales Target· Sales· Customer Service· Indoor Sales,
React JS Developer,Rowaad,"Nasr City, Cairo, Egypt",2 months ago,Full Time,Experienced · 2 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology· Information Technology (IT)· React.js· Front-End· JS· RESTful· Computer Science· Software Development· React,
Senior Architect ( Interior Design ),Elgabaly Architects,"New Cairo, Cairo, Egypt",2 months ago,Full Time,Experienced · 10 - 15 Yrs of Exp · Engineering - Construction/Civil/Architecture · Creative/Design/Art· Interior Design· Revit· Architecture· AutoCAD· Design· Drawings· Engineering,
CEO,Confidential,"Riyadh, Saudi Arabia",2 months ago,Full Time,Senior Management · 8 - 15 Yrs of Exp · Administration · Customer Service/Support · Operations/Management· business· Communication skills· Education· Management· Office management· Research· Microsoft Office,
Purchasing Specialist (Contracting experience),AlGammal Contracting,"Haram, Giza, Egypt",2 months ago,Full Time,Experienced · 3 - 5 Yrs of Exp · females_only · Engineering - Construction/Civil/Architecture · Logistics/Supply Chain · Purchasing/Procurement· Communication skills· Purchasing· Logistics· Microsoft Office· negotiation skills· Supply Chain· Procurement,
HSE Officer,FlexFilms Egypt,"6th of October, Giza, Egypt",2 months ago,Full Time,Experienced · 2 - 4 Yrs of Exp · males_only · R&D/Science · Quality · Engineering - Other· HSE· Health and Safety· Safety Management· OSHA· Safety· Engineering· EHSE,
Public Relation Representative,Active Freight Network,"Nasr City, Cairo, Egypt",2 months ago,Full Time,Entry Level · 0 - 3 Yrs of Exp · females_only · Marketing/PR/Advertising · Sales/Retail · Media/Journalism/Publishing· Communication· Marketing· E-marketing· Social Media· Market Research· Sales· Sales Skills,
Senior Python Backend Developer,CROCOSOFT,"New Cairo, Cairo, Egypt",2 months ago,Full Time - Work From Home,Experienced · 2 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology· Python· Flask· Git· Microservice Architecture· Relational Databases· Design Patterns· English· Information Technology (IT),
Operations Coordinator - Export / Import,Confidential,"Nasr City, Cairo, Egypt",2 months ago,Full Time,Experienced · 2 - 4 Yrs of Exp · females_only · Logistics/Supply Chain · Operations/Management· Export· Import· Logistics· English· Customer Service· Supply Chain· Business· Management,
Elevators Sales Engineer,AET Lifts,"Cairo, Egypt",2 months ago,Full Time,Experienced · 2 - 10 Yrs of Exp · Sales/Retail · Engineering - Other· Communication· Negotiation· Engineering· Sales· sales skills· Elevators· Electrical Engineering· Electronics,
Marketing Administrator,AET Lifts,"Cairo, Egypt",2 months ago,Full Time,Experienced · 2 - 5 Yrs of Exp · Administration · Marketing/PR/Advertising · Media/Journalism/Publishing· Business Administration· Communication· Marketing· Digital Marketing· Digital Advertising· Digital Marketing Strategy· Communication skills,
Senior Odoo Functional Consultant,YDS yasar digital services,"Sheikh Zayed, Giza, Egypt",2 months ago,Full Time,Experienced · 3 - 8 Yrs of Exp · Accounting/Finance · IT/Software Development · Engineering - Telecom/Technology· Accounting· business· Business Process· Communication skills· Computer Science· ERP· Information Technology (IT),
