Job Title,Company Name,Job Location,Job Posted,Jop Type,Job Skill,Job Link 
senior software tester,Quantum Promoting Network,"6th of October, Giza, Egypt",1 month ago,Full Time,Senior Management · 4 - 10 Yrs of Exp · IT/Software Development · Quality · Engineering - Telecom/Technology· Computer Science· Engineering· Testing· Information Technology (IT)· Software Engineering· Software Development,
Full Stack .Net Core Developer,SGSUAE,"Smouha, Alexandria, Egypt",1 month ago,Full Time,Experienced · 2 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology· JavaScript· API· MVC· Software Development· Computer Science· Information Technology (IT)· jQuery· Kendo UI,
Senior .NET Developer (Back End),Dexef,"Maadi, Cairo, Egypt",1 month ago,Full Time,Experienced · 3 - 8 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology· Information Technology (IT)· Computer Science· Software Development· Engineering· MVC· Web Development· C#· SQL,
E-Commerce Manager,Union Group,"Obour City, Cairo, Egypt",1 month ago,Full Time,Manager · 4 - 7 Yrs of Exp · Operations/Management · Marketing/PR/Advertising · Sales/Retail· E-Commerce· Magento· Online Marketing· Digital Marketing· Communication skills· Microsoft Office· E-Marketing,
Sales Engineer-Medical,Allamna Integrated Solutions,"Cairo, Egypt",1 month ago,Full Time,Experienced · 3+ Yrs of Exp · Medical/Healthcare · Sales/Retail · Engineering - Other· Biomedical engineer· Biomedical· Medical Equipment· Radiology· Sales· MRI· Ultrasound,
Export Sales Specialist,Bio Garden Egypt,"Nasr City, Cairo, Egypt",1 month ago,Full Time,Experienced · 2 - 7 Yrs of Exp · Logistics/Supply Chain · Sales/Retail· Export Sales· English· sales skills· Export· Business Administration· Sales Target· Shipping· Sales,
System Analyst - Alexandria,SGSUAE,"Smouha, Alexandria, Egypt",1 month ago,Full Time,Entry Level · 1 - 4 Yrs of Exp · IT/Software Development · Analyst/Research· Agile· Business Analysis· Information Technology (IT)· SDLC· System Analysis· SQL· Software Development· Engineering,
Junior Accountant,First Group,"Sheikh Zayed, Giza, Egypt",1 month ago,Full Time,Entry Level · 1 - 3 Yrs of Exp · Accounting/Finance· Accounting· Finance· English· ERP· Communication· Financial Analysis· Microsoft Office· ERP System· Financial Statements,
Executive Secretary,Basata Microfinance Solutions,"Cairo, Egypt",1 month ago,Full Time,Manager · 5 - 7 Yrs of Exp · Administration · Customer Service/Support · Operations/Management· Administration· Management· Office management· Secretary· Microsoft Office· English· Arabic,
Purchasing Specialist,Confidential,"6th of October, Giza, Egypt",1 month ago,Full Time,Experienced · 3 - 5 Yrs of Exp · Purchasing/Procurement· Local purchasing· Logistics· Furniture· Negotiation· MS Office· Procurement· Supply Chain· Purchasing· SAP,
Content Creator,Innovera for Education Technology,"New Cairo, Cairo, Egypt",1 month ago,Full Time,Experienced · 2 - 4 Yrs of Exp · Writing/Editorial · Marketing/PR/Advertising · Media/Journalism/Publishing· Communication skills· Education· Social Media· Google Analytics· Management· Marketing· media,
Maintenance Engineer,Confidential,"Giza, Egypt",1 month ago,Full Time,Experienced · 2 - 3 Yrs of Exp · Installation/Maintenance/Repair · Engineering - Mechanical/Electrical· Engineering· Maintenance· Maintenance Engineer· Mechanical Engineering· Mechanical· FIRE· Fire Fighting,
PHP Developer,Confidential,"Sidi Bishr, Alexandria, Egypt",1 month ago,Full Time,Entry Level · 1 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology· PHP· laravel· Information Technology (IT)· Computer Science· Software Development· Software· MySQL· HTML,
HR Consultant,Confidential,"Sydney, Australia",1 month ago,Full Time - Work From Home,Experienced · 3+ Yrs of Exp · Administration · Human Resources· Human Resources· Human Resources (HR)· HR· Recruitment· ATS· Payroll,
Backend Developer,LxT,"Mohandessin, Giza, Egypt",1 month ago,Full Time,Entry Level · 0 - 2 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology· Python· Django· Flask· Programming· Azure· GCP· Amazon Web Services· Agile,
Planning Engineer - Monufya,Construction Management Systems,"Shebin Alkom, Monufya, Egypt",1 month ago,Full Time,Experienced · 3 - 5 Yrs of Exp · Engineering - Construction/Civil/Architecture · Manufacturing/Production· Engineering· Tender Schedule· Construction· Planning Engineer· Civil Engineering· Tendering· Tender Proposal· Architecture,
Senior Backend Engineer,LxT,"Mohandessin, Giza, Egypt",1 month ago,Full Time,Experienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology· Docker· Python· Programming· Software Development· Testing· Agile· AWS Cloud· Flask,
Senior Front End Engineer,LxT,"Mohandessin, Giza, Egypt",1 month ago,Full Time,Experienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology· Angular· JavaScript· React· Software Development· Web Development· Agile· Computer Science· CSS3,
Technical Lead (Front End),LxT,"Mohandessin, Giza, Egypt",1 month ago,Full Time,Manager · 6 - 8 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology· Angular· JavaScript· Software Development· React· CI/CD· AWS Cloud· Agile· AJAX,
Sourcing Engineer,Chint Egemac,"6th of October, Giza, Egypt",1 month ago,Full Time,Entry Level · 1 - 3 Yrs of Exp · Logistics/Supply Chain · Purchasing/Procurement · Engineering - Mechanical/Electrical· Sourcing Engineering· Purchasing· Supply Chain· Planning· Microsoft Programs· English· Engineering,
PMO Manager,Fixed Solutions,"Cairo, Egypt",1 month ago,Full Time,Manager · 15+ Yrs of Exp · IT/Software Development · Project/Program Management · Engineering - Telecom/Technology· Computer Science· Information Technology (IT)· Management· PMO· PMP· Project Management· IT,
Receptionist,First Group,"6th of October, Giza, Egypt",1 month ago,Full Time,Entry Level · 1 - 3 Yrs of Exp · females_only · Administration· Admin· Communication skills· Skills· Office management· Front Office· Administration· English· Microsoft Office· Receptionist,
Procurement Supervisor,IDH,"Abu Rawash, Giza, Egypt",1 month ago,Full Time,Experienced · 5 - 7 Yrs of Exp · Logistics/Supply Chain · Operations/Management · Purchasing/Procurement· Logistics· Procurement· Purchasing· Supply Chain· English,
Medical Sales Agent - Alexandria,Andalusia Group,"Smouha, Alexandria, Egypt",1 month ago,Full Time,Entry Level · 1+ Yrs of Exp · Medical/Healthcare · Sales/Retail · Pharmaceutical· Customer Service· Experience· Medical· Pharmacy· Sales· sales skills· Sales Target,
Senior Operations Manager,Centro CDX,"Maadi, Cairo, Egypt",1 month ago,Full Time,Senior Management · 3 - 5 Yrs of Exp · Customer Service/Support · Operations/Management· Communication· Communication skills· Customer Service· Management· English· Manager· Microsoft Office· Operations,
Procurement Manager (Heavy Equipment Maintenance Industry),GIECO,"Alexandria, Egypt",1 month ago,Full Time,Manager · 10 - 15 Yrs of Exp · Operations/Management · Purchasing/Procurement · Engineering - Mechanical/Electrical· Electrical Engineering· Engineering· Heavy Equipment· Maintenance· Procurement· Purchasing· Supply Chain,
Implementation Specialist,Nahil Computers,"Giza, Egypt",1 month ago,Full Time,Entry Level · 1 - 1 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology· Implementation Specialist· Implementation· Information Technology (IT)· Software· Computer Science,
Regulatory Affairs Manager,EVA Cosmetics,"Downtown, Cairo, Egypt",1 month ago,Full Time,Manager · 10+ Yrs of Exp · R&D/Science · Operations/Management · Pharmaceutical· Regulatory· Regulatory Affairs· Pharmacy· Pharmaceutical· Registeration· Science· English,
Procurement Manager (Construction Industry),GIECO,"Alexandria, Egypt",1 month ago,Full Time,Manager · 15+ Yrs of Exp · Engineering - Construction/Civil/Architecture · Operations/Management · Purchasing/Procurement· Civil· Civil Engineering· Construction· Engineering· Procurement· Purchasing· Supply Chain,
Senior .NET Developer,efinance,"Smart Village, Giza, Egypt",1 month ago,Full Time,Experienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology· Computer Science· Computer Engineering· Information Technology (IT)· .NET· ASP.NET· TFS· Git· DevOps,
Insurance Manager,Andalusia Group,"Smouha, Alexandria, Egypt",1 month ago,Full Time,Manager · 3+ Yrs of Exp · Operations/Management · Medical/Healthcare· Insurance· Hospital Management· Management· Healthcare· Hospital· Projects· Skills· Customer Service,
Contract Engineer - Cairo/Giza,MelcoMec Egypt for Elevators & Escalators  Mitsubishi,"Dokki, Giza, Egypt",1 month ago,Full Time,Entry Level · 0 - 5 Yrs of Exp · Engineering - Mechanical/Electrical· CLAC· Claims· Contracting· Contracts· Electrical· Electromechanical· Engineering· FIDIC· Mechanical Engineering,
Marketing Specialist,Silicon21,"Nasr City, Cairo, Egypt",1 month ago,Full Time,Experienced · 3 - 5 Yrs of Exp · Marketing/PR/Advertising· Marketing· Social Media· Graphic· photoshop· Skills· media· E-Marketing· negotiation skills,
Furniture Production & Quality Control Engineer,Amer vision,"Sheraton, Cairo, Egypt",1 month ago,Full Time,Experienced · 3 - 5 Yrs of Exp · Manufacturing/Production · Quality · Engineering - Other· AutoCAD· Engineering· Factories· Production· Quality Control· Computer Skills· Design,
Sales Executive,EGY TRADE,"Moharam Bek, Alexandria, Egypt",1 month ago,Full Time,Entry Level · 1+ Yrs of Exp · males_only · Sales/Retail· Corporate· Corporate Sales· English· Sales· sales skills· Sales Target· Selling· Customer Service,
Office Manager,UniBuild Industries & Construction,"Nasr City, Cairo, Egypt",1 month ago,Full Time,Experienced · 3 - 5 Yrs of Exp · Administration· Administration· Communication skills· English· Microsoft Office· Office management· Secretary· MS Office· Communication· office,
Sales Executive,Confidential,"Giza, Egypt",1 month ago,Full Time,Entry Level · 1 - 2 Yrs of Exp · IT/Software Development · Sales/Retail· Customer Service· Experience· Insurance· sales skills· Sales Target· Software· Software Sales· Systems,
Technical Office Engineer,Modern Structures & Equipment,"Dokki, Giza, Egypt",1 month ago,Full Time,Experienced · 2 - 3 Yrs of Exp · Engineering - Construction/Civil/Architecture · IT/Software Development· Civil· Civil Engineering· Engineering· Microsoft Office· Microsoft· Communication· Primavera· Skills,
Payroll Specialist,Confidential,"Gomrok, Alexandria, Egypt",1 month ago,Full Time,Experienced · 4 - 6 Yrs of Exp · Accounting/Finance · Administration · Human Resources· Accounting· Human Resources· Human Resources (HR)· Administration· Business Administration· HR· Payroll,
Senior Xamarin Developer,Confidential,"Maadi, Cairo, Egypt",1 month ago,Full Time,Experienced · 3+ Yrs of Exp · Business Development · IT/Software Development · Engineering - Telecom/Technology· developer· Computer Science· Information Technology (IT)· Software Development· Software Engineering· Xamarin· Design,
Financial Manager,ComeX Engineering Company,"6th of October, Giza, Egypt",1 month ago,Full Time,Manager · 15+ Yrs of Exp · Accounting/Finance · Operations/Management· Financial Management· Financial Reporting· Accounting· Finance· Financial Statistics· Financial Analysis· Financial· Financial Processes,
Content Creator,Mobica,"Dokki, Giza, Egypt",1 month ago,Full Time,Entry Level · 1 - 3 Yrs of Exp · Creative/Design/Art · Writing/Editorial · Marketing/PR/Advertising· Marketing· Social Media· E-Marketing· Media· Content Creation· Research· Writing,
Technology Product Operations Manager,Dafater,"Nasr City, Cairo, Egypt",1 month ago,Full Time,Manager · 5+ Yrs of Exp · IT/Software Development · Operations/Management · Project/Program Management· Operations· Operation Manager· operation· Computer Science· Information Technology (IT)· Product Management,
Cost Estimation Team Leader,Confidential,"New Cairo, Cairo, Egypt",1 month ago,Full Time,Manager · 8 - 12 Yrs of Exp · Engineering - Construction/Civil/Architecture · Project/Program Management· Engineering· Construction· Control Scope· PMO· Contracting· Cost Estimation· Cost Estimating· Project Estimation,
Sales Supervisor - B2B,Confidential,"10th of Ramadan City, Sharqia, Egypt",1 month ago,Full Time,Experienced · 3+ Yrs of Exp · Customer Service/Support · Sales/Retail· Sales· Marketing· Selling· Communication Skills· English· Sales Skills· B2B· Sales Target,
Warehouse Manager,Confidential,"10th of Ramadan City, Sharqia, Egypt",1 month ago,Full Time,Manager · 5+ Yrs of Exp · Logistics/Supply Chain· Communication· Communication skills· Computer Skills· Warehouse Management· Logistics· Management· Supply Chain· Warehouse· Warehousing,
Curtain Wall Technical Engineer,Smart Window,"New Damietta, Damietta, Egypt",1 month ago,Full Time,Entry Level · 0 - 1 Yrs of Exp · Engineering - Construction/Civil/Architecture · Creative/Design/Art· Cost Estimation· Tendering· Engineering· Applied Art· Architecture· Civil Engineering· English,
Accountant,Les Concierges Egypt,"Zamalek, Cairo, Egypt",1 month ago,Full Time,Experienced · 5 - 10 Yrs of Exp · Accounting/Finance· Accounting· Finance· Taxes· Payroll· Profit· Financial Analysis· Financial Management,
Government Relation Officer,Anchor Consultancy,"Sheikh Zayed, Giza, Egypt",1 month ago,Full Time,Experienced · 3 - 5 Yrs of Exp · Legal· Legal Affairs· Legal Documents· Communication skills· Real Estate· Communication· Law· Real Estate Sales· Developments,
Business Development Specialist - Real Estate,Anchor Consultancy,"Maadi, Cairo, Egypt",1 month ago,Full Time,Experienced · 2 - 3 Yrs of Exp · Business Development · Sales/Retail· Real Estate· Presentation Skills· Business Development· English· Presentation· Sales· Sales Target· Sales Skills,
Senior Research Scientist,Atomica,"Cairo, Egypt",1 month ago,Full Time,Experienced · 4+ Yrs of Exp · IT/Software Development · Analyst/Research· Artificial Intelligence (AI)· Computer Vision· Image Processing· Computational Geometry· Mathematics· C++· Software Development· Software Engineering,
Product Owner,Atomica,"Cairo, Egypt",1 month ago,Full Time,Experienced · 3 - 6 Yrs of Exp · IT/Software Development · Marketing/PR/Advertising· Agile Development· Communication· Product Management· Agile· Software Requirements Specification· Requirements Analysis· User Acceptance Testing· Product Development,
Mechanical Maintenance Engineer,Neisco for Modern Water Systems Production,"New Cairo, Cairo, Egypt",1 month ago,Full Time,Experienced · 3 - 5 Yrs of Exp · males_only · Installation/Maintenance/Repair · Manufacturing/Production · Engineering - Mechanical/Electrical· Maintenance· Mechanical Engineering· Mechanical· Engineering· AutoCAD· Revit· Microsoft Office,
English - Speaking Copywriter,Confidential,"Alexandria, Egypt",1 month ago,Full Time - Work From Home,Experienced · 2 - 5 Yrs of Exp · Writing/Editorial · Marketing/PR/Advertising· Writing· Copywriting· Marketing· Editing· English· Proofreading,
English Speaking Copywriter,Confidential,"Downtown, Cairo, Egypt",1 month ago,Full Time - Work From Home,Experienced · 2 - 5 Yrs of Exp · Writing/Editorial · Marketing/PR/Advertising· Writing· Copywriting· Marketing· Editing· Grammar· Proofreading· English,
Electrical Maintenance Engineer,Neisco for Modern Water Systems Production,"New Cairo, Cairo, Egypt",1 month ago,Full Time,Experienced · 3 - 3 Yrs of Exp · males_only · Installation/Maintenance/Repair · Manufacturing/Production · Engineering - Mechanical/Electrical· Electrical Engineering· Maintenance· Mechanical Engineering· Engineering· Electrical· Microsoft Office· English,
Virtual Assistant,TRF,"Cairo, Egypt",1 month ago,Full Time,Entry Level · 1 - 7 Yrs of Exp · Administration · Operations/Management · Marketing/PR/Advertising· Admin Assistant· Administration· Communication skills· Marketing· Secretary· English· Startup,
Facilities Project Manager,HLPR,"Cairo, Egypt",1 month ago,Full Time,Manager · 5 - 7 Yrs of Exp · Administration · Operations/Management · Project/Program Management· Facility· Facility Management· Project Management· Communication· Management· Project· Engineering,
Clearance / Logistics Coordinator,Zamil Steel Buildings Co,"6th of October, Giza, Egypt",1 month ago,Full Time,Experienced · 2 - 3 Yrs of Exp · Administration · Logistics/Supply Chain · Operations/Management· Logistics· Foreign Purchasing· Air Freight· Customs Cearance· Supply Chain· Customs Clearance· English,
HR Generalist,Furqan Group for Education & IT,"Nasr City, Cairo, Egypt",1 month ago,Full Time - Work From Home,Experienced · 2+ Yrs of Exp · Administration · Human Resources· Administration· HR· Human Resources· Management· Recruitment· Communication skills· Microsoft Office· Business English,
Administrative Assistant,Furqan Group for Education & IT,"Nasr City, Cairo, Egypt",1 month ago,Full Time - Work From Home,Entry Level · 1+ Yrs of Exp · Administration· Arabic· English· Communication· Microsoft Office· Secretary· Management· ERP· MS Office,
QA Tester - Giza,Recovery franchise marketing services,"6th of October, Giza, Egypt",1 month ago,Full Time,Experienced · 3 - 5 Yrs of Exp · IT/Software Development · Quality · Engineering - Telecom/Technology· QA· Java· JavaScript· Information Technology (IT)· SQL· Engineering· Software Testing,
Business Development Specialist,Mobica,"Mohandessin, Giza, Egypt",1 month ago,Full Time,Experienced · 3 - 5 Yrs of Exp · Business Development· Business Development· Lead Generation· Presentation Skills· Microsoft Office· English· Digital Marketing,
Documents Management Assistant,NHS.NET,"Allabban, Alexandria, Egypt",1 month ago,Full Time,Senior Management · 3 - 5 Yrs of Exp · Administration · Customer Service/Support · Logistics/Supply Chain· Microsoft Office· Screening· Office management· Secretary,
Operations Manager,Confidential,"Luxor, Luxor, Egypt",1 month ago,Full Time,Manager · 5+ Yrs of Exp · Operations/Management · Medical/Healthcare· Operations Management· Office management· Management· Microsoft Office· Communication,
Interior Designer / Summer Internship,Inovo company,"6th of October, Giza, Egypt",1 month ago,Internship,Student · Creative/Design/Art· summer internship· Architecture· Adobe Photoshop· 3D· Illustrator· InDesign· English· Communication· Creative,
Graphic Designer - Social Media,PENCILIGHT,"Cairo, Egypt",1 month ago,Full Time,Experienced · 2 - 10 Yrs of Exp · Creative/Design/Art · Marketing/PR/Advertising· Graphic Design· 2D· Adobe Illustrator· Drawing· CorelDraw· Illustrator· Adobe Photoshop· 2D Design,
Production Engineer - Beni Suef,PENCILIGHT,"New Beni Suef, Beni Suef, Egypt",1 month ago,Full Time,Experienced · 2 - 6 Yrs of Exp · Manufacturing/Production · Engineering - Mechanical/Electrical· Production· Manufacturing· Drawings· Machinery· Mechanical Engineering· Technical Management· Metal Laser Cutting· Decorative Lighting,
Sales Representative,Confidential,"6th of October, Giza, Egypt",1 month ago,Full Time,Entry Level · 1 - 3 Yrs of Exp · Sales/Retail· Sales Executive· Sales· Sales Target· SAP· Microsoft Office· Sales Skills· English· Customer Service· MS Office,
Senior Odoo developer,Bitsera Solutions,"Cairo, Egypt",1 month ago,Full Time - Work From Home,Experienced · 4+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology· Odoo Development· Python· JavaScript· HTML· CSS· Software Development· OWL,
Operations Specialist (DSP),Nation Egypt,"Heliopolis, Cairo, Egypt",1 month ago,Full Time - Shift Based,Entry Level · 1 - 3 Yrs of Exp · Accounting/Finance · Operations/Management· Accounting· Accounts Receivable· English· Finance· Financial Analysis· Logistics· Operations,
Administrative Supervisor,Alem dental clinic,"Sheikh Zayed, Giza, Egypt",1 month ago,Full Time,Experienced · 5 - 7 Yrs of Exp · Administration · Operations/Management· Business Administration· Administration· Communication· Management· Operations Management· Customer Service· Microsoft Office,
Tour Operator,Masr El Gdeda Travel,"Cairo, Egypt",1 month ago,Full Time,Experienced · 3 - 5 Yrs of Exp · Sales/Retail · Tourism/Travel· Booking· gds· Travel· Tourism,
Node Developer,More,"Nasr City, Cairo, Egypt",1 month ago,Full Time,Entry Level · 1 - 4 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology· Information Technology (IT)· Software Development· Computer Science· Git· React· APIs· REST· javaScript,
Sales & Media Ecommerce Specialist,Trio,"6th of October, Giza, Egypt",1 month ago,Full Time,Experienced · 2+ Yrs of Exp · Marketing/PR/Advertising · Sales/Retail · Fashion· media· Shopify· Social Media· Marketing· Sales· Adobe Photoshop· Microsoft Office,
Recruitment Specialist - Blue Collars,Infinity Business Solutions,"6th of October, Giza, Egypt",1 month ago,Full Time,Entry Level · 1+ Yrs of Exp · Human Resources· Blue Collars· Hiring· Human Resources (HR)· Management· Recruitment· Mass Hiring· Sourcing· Screening· Microsoft Office,
IT First Line Support Engineer,SiVision,"Sheraton, Cairo, Egypt",1 month ago,Full Time,Experienced · 3+ Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology· CCNA· Cisco· computer· Computer Science· Engineering· Information Technology (IT)· ITIL,
Senior Recruitment Specialist - Cairo,Confidential,"Nasr City, Cairo, Egypt",1 month ago,Full Time,Experienced · 4+ Yrs of Exp · Human Resources· Communication· Communication skills· excel· Human Resources (HR)· Management· Microsoft Office· MS· Personnel· Record Keeping,
HR Business Partner,Collars HR,"New Cairo, Cairo, Egypt",2 months ago,Full Time,Experienced · 10 - 11 Yrs of Exp · Human Resources· Business Administration· Communication skills· HR· Human Resources· Human Resources (HR)· English· Communication· Microsoft Office· Recruitment,
Front-End (React) Developer,More,"Nasr City, Cairo, Egypt",2 months ago,Full Time,Entry Level · 1 - 4 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology· Information Technology (IT)· Software Development· Computer Science· UI· Git· React· APIs· REST,
Sales & Marketing Representative,Artcookhouse,"Heliopolis, Cairo, Egypt",2 months ago,Full Time,Experienced · 2 - 5 Yrs of Exp · Marketing/PR/Advertising · Sales/Retail· Sales· Sales Target· Social Media· Commercial Sales· communication skills· Marketing· English· Microsoft Office,
Office Manager & HR Admin,Anchor Consultancy,"Sheikh Zayed, Giza, Egypt",2 months ago,Full Time,Experienced · 2 - 4 Yrs of Exp · Administration · Human Resources· Office management· Microsoft Office· English· Arabic· Administration· HR· Computer Skills· MS Office,
Front-End Developer,Onecard,"Nasr City, Cairo, Egypt",2 months ago,Full Time,Experienced · 3+ Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology· Information Technology (IT)· Software Development· Java· javaScript· Linux· HTML· J2EE,
Sales Manager,Staron Egypt,"Heliopolis, Cairo, Egypt",2 months ago,Full Time,Manager · 5 - 7 Yrs of Exp · Customer Service/Support · Operations/Management · Sales/Retail· Sales· Sales Manager· sales skills· Sales Target· Manager· sales process· Communication,
Customer service,J&T EXPRESS,"Cairo, Egypt",2 months ago,Full Time,Entry Level · 1 - 3 Yrs of Exp · Administration · Customer Service/Support · Logistics/Supply Chain· Customer Service· English· Computer Skills· Logistics Management· Customer Care· Customer Support· Arabic,
Senior Account Manager (Digital),Bee Interactive Ltd.,"Zamalek, Cairo, Egypt",2 months ago,Full Time,Experienced · 5+ Yrs of Exp · Customer Service/Support · Sales/Retail· Customer Service· Customer Care· Customer Support· Social Media· Account Management· Digital Marketing· Communications· Digital Agency,
Call Center Agent -Vodafone Uk/ IE,Majorel Egypt,"6th of October, Giza, Egypt",2 months ago,Full Time,Entry Level · 0 - 3 Yrs of Exp · Customer Service/Support· Customer Service· Customer Support· Call Center· English· Customer Care,
Medical Content Creator & Copywriter,Addax Animation Studio,"Sheraton, Cairo, Egypt",2 months ago,Full Time - Part Time - Freelance / Project,Experienced · 2 - 7 Yrs of Exp · Writing/Editorial · Medical/Healthcare · Pharmaceutical· Arabic· Creative· Creative Writing· Marketing· Medical· Social Media· Communication,
Customer Care Agent,Filkhedma,"New Cairo, Cairo, Egypt",2 months ago,Full Time,Experienced · 2+ Yrs of Exp · Customer Service/Support· Communication skills· Customer· Customer Care· Customer Service· Customer Support· MS· Communication· Skills· Problem Solver,
Sr. Financial Accountant- KSA (Riyadh),Idea,"Riyadh, Saudi Arabia",2 months ago,Full Time,Experienced · 3 - 5 Yrs of Exp · Accounting/Finance· Accounting· Finance· IFRS· CPA· CMA· Financial Management· Financial Analysis,
IOS App Developer,Quantum Promoting Network,"6th of October, Giza, Egypt",2 months ago,Full Time,Senior Management · 2 - 8 Yrs of Exp · Creative/Design/Art · IT/Software Development · Engineering - Telecom/Technology· Computer Science· iOS· Software· Software Development· Swift· Software Engineering,
Maintenance Manager - Hospitals,Confidential,"Maadi, Cairo, Egypt",2 months ago,Full Time,Manager · 5 - 15 Yrs of Exp · Hospitality/Hotels/Food Services · Installation/Maintenance/Repair · Engineering - Mechanical/Electrical· Engineering· Maintenance· Management· Mechanical Engineering· Communication skills· Project Management· Facility,
Front Desk Officer,Dawi Clinics,"Cairo, Egypt",2 months ago,Full Time,Entry Level · 0 - 1 Yrs of Exp · Customer Service/Support· Front desk· MS Office· Skills· office· Office management· Microsoft Office· Communication skills· Communication· Administration,
Development Manager-Java,LINK Development,"Maadi, Cairo, Egypt",2 months ago,Full Time,Manager · 10 - 13 Yrs of Exp · IT/Software Development · Operations/Management · Engineering - Telecom/Technology· Computer Engineering· Agile· Computer Science· Engineering· Docker· Spring· Angular,
Project Coordinator,ContrackFM,"New Cairo, Cairo, Egypt",2 months ago,Full Time,Experienced · 2+ Yrs of Exp · Administration · Project/Program Management· Office Management· Microsoft Office· Computer Skills· Administrative· Administration· Secretary· English· Communication Skills,
Senior Front End Developer (Angular 8+) - Saudi Arabia,Neom Tech,"Riyadh, Saudi Arabia",2 months ago,Full Time,Experienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology· Information Technology (IT)· Computer Science· Software Development· HTML5· Git· CSS3· Front End· Software,
MEP Technical Office Manager,ProService,"Nasr City, Cairo, Egypt",2 months ago,Full Time,Manager · 10 - 15 Yrs of Exp · Engineering - Mechanical/Electrical· MEP Contractors· AutoCAD· Mechanical Power Engineering· Engineering· MEP· Electrical· Mechanical· Contractors· MEP Technical Office,
Technical Team Lead (.NET) - Saudi Arabia,Neom Tech,"Riyadh, Saudi Arabia",2 months ago,Full Time,Manager · 8+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology· computer· Computer Science· Development· Information Technology (IT)· Leadership· Software Development· Web Applications· Web Development,
HSE Manager,Confidential,"10th of Ramadan City, Cairo, Egypt",2 months ago,Full Time,"Manager · 10 - 15 Yrs of Exp · Operations/Management · Engineering - Mechanical/Electrical· HSE· Manufacturing Industry· OSHA 18001· OSHA· Health, Safety and Environment",
Chinese Translator,J&T EXPRESS,"Nasr City, Cairo, Egypt",2 months ago,Full Time,Entry Level · 1 - 3 Yrs of Exp · Writing/Editorial · Operations/Management· Chinese Translation· chinese language· Translation· Logistics· Chinese· Editorial· Writing,
Medical Doctors,Dawi Clinics,"Cairo, Egypt",2 months ago,Full Time - Part Time - Shift Based,"Experienced · 5+ Yrs of Exp · Medical/Healthcare· medicine· Medical· Pediatrics· Dermatology· Ear, Nose and Throat Care· Ear, Nose and Throat Treatment· Dentistry· Cardiology· Physiology",
Sales Analyst,Lactalis Halawa,"Heliopolis, Cairo, Egypt",2 months ago,Full Time,Experienced · 2 - 3 Yrs of Exp · males_only · IT/Software Development · Analyst/Research · Sales/Retail· Accounting· analytical· ERP· excel· Finance· Sales Analysis· sales skills,
Voip Engineer,Bevatel,"Dokki, Giza, Egypt",2 months ago,Full Time,Entry Level · 1 - 3 Yrs of Exp · males_only · IT/Software Development · Engineering - Telecom/Technology· Configuration· Computer Science· Software· VoIP· IP· Elastix· Asterisk· Troubleshooting,
Cost Accountant,Arabiat,"Mohandessin, Giza, Egypt",2 months ago,Full Time,Experienced · 3 - 5 Yrs of Exp · Accounting/Finance· Cost Accounting· Accounting· Communication skills· Financial Analysis· Finance,
Operations Manager - Real Estate - New Capital,Confidential,"New Cairo, Cairo, Egypt",2 months ago,Full Time,Manager · 3 - 6 Yrs of Exp · Operations/Management · Sales/Retail· Real Estate· Operations· Leadership· Skills· Communication Skills· Leadership Skills· Sales Operations· Communication,
Account Manager,8X Egypt,"Maadi, Cairo, Egypt",2 months ago,Full Time,Entry Level · 1 - 2 Yrs of Exp · Customer Service/Support · Training/Instructor· Account Management· Sales· Business Development· Software· Business Administration· Sales Skills· Sales Target· Customer Service,
Visa Agent,Bevatel,"Dokki, Giza, Egypt",2 months ago,Full Time,Entry Level · 1+ Yrs of Exp · males_only · Tourism/Travel· Travel and Tourism· Visa· Customer Support· Communication skills· Customer Service,
Production Planning Engineer Manager,Confidential,"10th of Ramadan City, Cairo, Egypt",2 months ago,Full Time,Manager · 10 - 13 Yrs of Exp · males_only · Engineering - Construction/Civil/Architecture · Business Development · Manufacturing/Production· Engineering· Supply Chain· Logistics· Sales Planning· Production· Planning· Material Planning,
Organizational Development Specialist,Confidential,"Sheraton, Cairo, Egypt",2 months ago,Full Time,Entry Level · 1+ Yrs of Exp · Human Resources· OD· HR· Human Resources (HR)· Organizational Development,
